Latitude,Longitude,Date,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed,Topocentric Zenith Angle,Top. Azimuth Angle (Eastward from N),Top. Azimuth Angle (Westward from S),Julian Day
-12.358563446054418,-166.33570386611257,2023-11-02 09:00:00+00:00,20.85716211291345,136.96014423678005,756.0184652959829,905.4165165780485,19.922568538846527,80.64170238851966,383.9663932984906,783.8510894571972,89.18820818216837,141.80220041454706,0.14686362003633424,970.2027765502384,1.95526160260914,141.80220041454706,225.6671869429244,134.3328130570756,306
69.4898101397211,-172.87160241501593,2023-03-26 18:00:00+00:00,15.494643405709756,38.90865472235176,95.96573266561082,1155.959777113298,-1.0497766475838066,99.59978296050801,285.83748469012505,1062.229517472729,11.494743724541012,85.65434689794587,0.4642797577834037,1004.763431752622,14.179530033686625,85.65434689794587,94.55634166159595,265.443658338404,85
-56.87773095773587,-133.0494296239959,2023-05-14 15:00:00+00:00,-5.953024578567442,210.57184276351327,141.7441096679888,216.20796933465675,-14.823527447779373,141.92095845119474,894.4581704846071,1103.4785098143122,48.51247901589226,104.01050612701547,0.7752004580377326,997.2236312284383,3.1888512477486723,104.01050612701547,77.21842213696738,282.7815778630326,134
-75.40406790878907,-169.91952064930638,2023-09-23 15:00:00+00:00,38.91613502174326,211.05700711921543,355.9527076159714,790.80021776283,-8.183941258746712,107.65141143978654,506.253648734862,115.3671159720389,41.55715169833839,97.76452061488182,0.18255091619040897,955.3552281112043,16.28217075873062,97.76452061488182,122.18892789810273,237.81107210189725,266
21.73276759291288,159.2630770361278,2023-06-17 23:00:00+00:00,-5.316413141876005,175.89000753834628,726.8645969746336,458.9454944638031,1.0718139951945318,128.44201301489818,780.0894283728588,129.36822170543633,60.60497642002684,33.169951128728805,0.0801846058334551,1000.297758794877,14.109456488322941,33.169951128728805,80.13394390889034,279.86605609110967,168
-41.923892712756285,-82.22807266377797,2023-03-14 23:00:00+00:00,25.17362199617658,131.0737613168376,264.7734122296823,248.46522195937686,24.578862176910114,290.7806574674343,683.7018824261245,1158.2243223049607,64.73455356405488,81.27514393427086,0.1446303676994799,1018.6152508933735,12.217069722661883,81.27514393427086,274.6210722931888,85.37892770681123,73
77.14773816202472,-41.19142204947323,2023-10-03 11:00:00+00:00,-9.14395284570216,164.74351447349653,469.15913804019414,18.378786930699896,-7.337025423069279,190.73105777785176,366.8458585660107,848.4812335157313,51.47273369837113,86.08414503836053,0.9311263263957387,1029.4677700903826,16.66605801356593,86.08414503836053,126.5624054992706,233.4375945007294,276
57.045480523827706,-81.30675526630513,2023-04-20 13:00:00+00:00,33.39934890028956,71.19041118939698,743.3529159997104,225.6005804599547,-1.739111277804426,183.6828369091891,630.6984149584089,398.67413956483875,77.69835436466326,67.35931402763902,0.7799664900335378,1043.9661191022772,3.4048658686263,67.35931402763902,104.11400980147013,255.88599019852987,110
14.538869780128493,163.09717708419578,2023-11-09 11:00:00+00:00,33.352451903677746,2.4880459038518987,557.8030707795689,1080.4353329724372,19.417394459849554,258.9207103434781,45.295366013701546,913.8407712567247,94.24086404354927,153.1231808331325,0.15564937253600353,996.0271106800509,19.91018492218316,153.1231808331325,261.33591623048335,98.66408376951665,313
-35.97178141986376,76.18351536824179,2023-10-11 16:00:00+00:00,33.85200533650623,264.47108012926674,884.2101701270692,1112.8409270082939,18.647544300472774,81.38774684199143,909.3032721882047,542.4213342213195,52.158841518579635,122.5668484664231,0.0008679605419059655,1014.4957594011643,24.073145180924016,122.5668484664231,229.8721968330747,130.1278031669253,284
53.859987918867404,7.482936557432936,2023-11-29 23:00:00+00:00,37.73391214729556,80.1558912451213,61.89758718095683,194.89078437538018,15.1594705506377,275.37682386993254,119.61052092009228,853.9452167077769,7.629139743222235,147.5058186609187,0.6743794492228264,1032.1910707907205,6.30886956175328,147.5058186609187,352.0288056245816,7.971194375418406,333
